order_id,order_date,customer_id,customer_age,customer_city,category,product,quantity,unit_price,total_price,order_month,day_of_week
ORD-000994,2024-05-21,CUST-2013,44,İstanbul,Giyim,Roman,1,4255.89,4255.89,2024-05,Tuesday
ORD-000995,2024-11-15,CUST-1226,43,İstanbul,Elektronik,Mont,3,2216.2,6648.6,2024-11,Friday
ORD-000996,2024-02-07,CUST-4225,36,İstanbul,Spor,Kulaklık,3,4842.73,14528.19,2024-02,Wednesday
ORD-000997,2024-10-19,CUST-2828,45,Ankara,Kozmetik,Yoga Matı,3,4773.07,14319.21,2024-10,Saturday
ORD-000998,2024-05-18,CUST-4813,34,Ankara,Elektronik,Lambader,3,3877.72,11633.16,2024-05,Saturday
ORD-000999,2024-12-21,CUST-2492,60,İzmir,Giyim,Perde,1,4665.41,4665.41,2024-12,Saturday
ORD-001000,2024-11-28,CUST-1821,58,İstanbul,Ev & Yaşam,Kot Pantolon,1,3550.13,3550.13,2024-11,Thursday
ORD-001001,2024-09-15,CUST-3023,59,Antalya,Elektronik,Tablet,1,4483.14,4483.14,2024-09,Sunday
ORD-001002,2024-06-09,CUST-1870,37,İstanbul,Kitap,Tişört,3,1220.54,3661.62,2024-06,Sunday
ORD-001003,2024-06-26,CUST-3452,62,İstanbul,Ev & Yaşam,Elbise,4,1759.83,7039.32,2024-06,Wednesday
ORD-001004,2024-01-10,CUST-3249,57,İzmir,Kitap,Maskara,4,3777.0,15108.0,2024-01,Wednesday
ORD-001005,2024-09-17,CUST-3085,56,Gaziantep,Kitap,Futbol Topu,1,2151.58,2151.58,2024-09,Tuesday
ORD-001006,2024-05-17,CUST-3989,40,Adana,Kitap,Vazo,4,4194.77,16779.08,2024-05,Friday
ORD-001007,2024-06-20,CUST-2795,64,Bursa,Elektronik,Ruj,4,4394.31,17577.24,2024-06,Thursday
ORD-001008,2024-01-13,CUST-1187,49,İstanbul,Spor,Roman,4,1533.66,6134.64,2024-01,Saturday
ORD-001009,2024-06-16,CUST-2080,64,İzmir,Ev & Yaşam,Perde,4,4126.08,16504.32,2024-06,Sunday
ORD-001010,2024-05-09,CUST-1940,50,İstanbul,Giyim,Ayna,4,813.61,3254.44,2024-05,Thursday
ORD-001011,2024-03-24,CUST-4091,63,Ankara,Spor,Futbol Topu,2,1704.27,3408.54,2024-03,Sunday
ORD-001012,2024-11-16,CUST-3320,22,Ankara,Elektronik,Biyografi,1,2613.93,2613.93,2024-11,Saturday
ORD-001013,2024-11-14,CUST-4190,60,İstanbul,Kitap,Laptop,3,1170.9,3512.7,2024-11,Thursday
ORD-001014,2024-04-10,CUST-3630,51,İstanbul,Giyim,Biyografi,4,2917.38,11669.52,2024-04,Wednesday
ORD-001015,2024-11-24,CUST-3563,57,Diğer,Ev & Yaşam,Smartwatch,2,2914.54,5829.08,2024-11,Sunday
ORD-001016,2024-09-29,CUST-4292,28,Diğer,Spor,Biyografi,3,1074.17,3222.51,2024-09,Sunday
ORD-001017,2024-09-21,CUST-1525,20,Ankara,Kozmetik,Ayakkabı,2,3988.42,7976.84,2024-09,Saturday
ORD-001018,2024-02-07,CUST-4586,50,İstanbul,Spor,Bilim Kurgu,4,3176.64,12706.56,2024-02,Wednesday
ORD-001019,2024-04-03,CUST-4799,28,İstanbul,Giyim,Parfüm,4,1622.91,6491.64,2024-04,Wednesday
ORD-001020,2024-04-04,CUST-4812,33,Ankara,Elektronik,Nemlendirici,4,1199.31,4797.24,2024-04,Thursday
ORD-001021,2024-10-31,CUST-1335,35,Diğer,Ev & Yaşam,Futbol Topu,4,4399.81,17599.24,2024-10,Thursday
ORD-001022,2024-03-09,CUST-3745,47,İstanbul,Giyim,Telefon,3,4186.92,12560.76,2024-03,Saturday
ORD-001023,2024-11-13,CUST-2078,27,Konya,Kitap,Vazo,3,1187.32,3561.96,2024-11,Wednesday
ORD-001024,2024-08-23,CUST-3547,35,İstanbul,Ev & Yaşam,Yoga Matı,2,226.25,452.5,2024-08,Friday
ORD-001025,2024-11-29,CUST-3947,55,Diğer,Spor,Ruj,1,4032.44,4032.44,2024-11,Friday
ORD-001026,2024-05-16,CUST-4959,36,Ankara,Giyim,Parfüm,4,3096.77,12387.08,2024-05,Thursday
ORD-001027,2024-03-16,CUST-3813,53,Konya,Spor,Telefon,2,549.37,1098.74,2024-03,Saturday
ORD-001028,2024-02-04,CUST-3583,30,İstanbul,Spor,Ruj,2,2957.42,5914.84,2024-02,Sunday
ORD-001029,2024-01-01,CUST-1161,63,Bursa,Spor,Parfüm,2,2288.3,4576.6,2024-01,Monday
ORD-001030,2024-10-22,CUST-4741,20,İstanbul,Elektronik,Kulaklık,4,3884.02,15536.08,2024-10,Tuesday
ORD-001031,2024-11-15,CUST-1593,27,İstanbul,Spor,Güneş Kremi,4,1084.97,4339.88,2024-11,Friday
ORD-001032,2024-02-29,CUST-2938,55,Diğer,Kitap,Halı,2,2293.13,4586.26,2024-02,Thursday
ORD-001033,2024-11-15,CUST-3206,18,Diğer,Kitap,Mont,4,823.41,3293.64,2024-11,Friday
ORD-001034,2024-12-14,CUST-4259,44,Diğer,Ev & Yaşam,Futbol Topu,2,4789.76,9579.52,2024-12,Saturday
ORD-001035,2024-11-23,CUST-1059,63,Bursa,Kozmetik,Lambader,3,3904.75,11714.25,2024-11,Saturday
ORD-001036,2024-09-23,CUST-3962,25,Gaziantep,Spor,Ayna,4,3696.78,14787.12,2024-09,Monday
ORD-001037,2024-12-26,CUST-4888,63,İstanbul,Spor,Mont,3,3466.52,10399.56,2024-12,Thursday
ORD-001038,2024-08-16,CUST-4390,59,İstanbul,Giyim,Halter Seti,1,2145.52,2145.52,2024-08,Friday
ORD-001039,2024-09-26,CUST-2901,34,İstanbul,Elektronik,Vazo,4,4620.25,18481.0,2024-09,Thursday
ORD-001040,2024-11-11,CUST-3258,26,Bursa,Kozmetik,Maskara,1,410.94,410.94,2024-11,Monday
ORD-001041,2024-10-12,CUST-1405,23,Ankara,Ev & Yaşam,Mont,2,4026.13,8052.26,2024-10,Saturday
ORD-001042,2024-10-17,CUST-1663,60,İstanbul,Kozmetik,Yoga Matı,4,1115.4,4461.6,2024-10,Thursday
ORD-001043,2024-07-31,CUST-2132,42,İzmir,Spor,Roman,4,1653.94,6615.76,2024-07,Wednesday
ORD-001044,2024-06-13,CUST-2099,56,Gaziantep,Giyim,Laptop,4,2621.18,10484.72,2024-06,Thursday
ORD-001045,2024-01-05,CUST-1541,45,Ankara,Elektronik,Parfüm,1,3924.14,3924.14,2024-01,Friday
ORD-001046,2024-12-04,CUST-2337,50,İstanbul,Ev & Yaşam,Kot Pantolon,1,4200.75,4200.75,2024-12,Wednesday
ORD-001047,2024-03-18,CUST-1997,54,İstanbul,Kozmetik,Kulaklık,2,2939.47,5878.94,2024-03,Monday
ORD-001048,2024-03-02,CUST-2140,26,İstanbul,Ev & Yaşam,Biyografi,3,2045.03,6135.09,2024-03,Saturday
ORD-001049,2024-05-11,CUST-3974,35,İstanbul,Spor,Ayna,3,4735.19,14205.57,2024-05,Saturday
ORD-001050,2024-03-29,CUST-1867,38,Bursa,Ev & Yaşam,Halı,1,1270.28,1270.28,2024-03,Friday
ORD-001051,2024-08-24,CUST-4775,19,Bursa,Giyim,Koşu Bandı,4,4025.32,16101.28,2024-08,Saturday
ORD-001052,2024-02-11,CUST-3066,60,Antalya,Ev & Yaşam,Mont,3,3079.65,9238.95,2024-02,Sunday
ORD-001053,2024-03-29,CUST-1431,55,Ankara,Kitap,Elbise,3,1915.63,5746.89,2024-03,Friday
ORD-001054,2024-10-22,CUST-4756,57,Kayseri,Giyim,Yoga Matı,1,56.77,56.77,2024-10,Tuesday
ORD-001055,2024-11-23,CUST-1739,53,İstanbul,Kozmetik,Telefon,2,2260.67,4521.34,2024-11,Saturday
ORD-001056,2024-10-21,CUST-2373,60,Ankara,Elektronik,Halı,1,1419.76,1419.76,2024-10,Monday
ORD-001057,2024-04-13,CUST-1182,54,Gaziantep,Elektronik,Perde,1,566.52,566.52,2024-04,Saturday
ORD-001058,2024-01-14,CUST-3160,32,İstanbul,Spor,Ayakkabı,4,422.03,1688.12,2024-01,Sunday
ORD-001059,2024-10-14,CUST-2206,45,İstanbul,Spor,Mont,1,1770.41,1770.41,2024-10,Monday
ORD-001060,2024-06-27,CUST-3528,35,Diğer,Kitap,Halter Seti,4,3093.05,12372.2,2024-06,Thursday
ORD-001061,2024-05-04,CUST-2169,51,İstanbul,Kozmetik,Roman,2,4195.72,8391.44,2024-05,Saturday
ORD-001062,2024-12-18,CUST-1830,39,Antalya,Elektronik,Tablet,4,958.64,3834.56,2024-12,Wednesday
ORD-001063,2024-01-23,CUST-2651,28,İstanbul,Elektronik,Parfüm,2,2151.99,4303.98,2024-01,Tuesday
ORD-001064,2024-03-03,CUST-2136,30,Antalya,Elektronik,Ders Kitabı,2,1990.18,3980.36,2024-03,Sunday
ORD-001065,2024-05-22,CUST-3810,21,İstanbul,Elektronik,Bilim Kurgu,2,2591.3,5182.6,2024-05,Wednesday
ORD-001066,2024-06-01,CUST-1475,39,İstanbul,Ev & Yaşam,Tişört,1,4057.46,4057.46,2024-06,Saturday
ORD-001067,2024-05-24,CUST-3810,24,Bursa,Kozmetik,Kot Pantolon,4,2790.54,11162.16,2024-05,Friday
ORD-001068,2024-08-12,CUST-2326,60,İstanbul,Giyim,Elbise,3,4240.94,12722.82,2024-08,Monday
ORD-001069,2024-11-04,CUST-1970,41,Ankara,Giyim,Biyografi,1,2616.83,2616.83,2024-11,Monday
ORD-001070,2024-04-13,CUST-4896,21,İstanbul,Kitap,Laptop,2,3039.04,6078.08,2024-04,Saturday
ORD-001071,2024-04-13,CUST-2019,45,İstanbul,Ev & Yaşam,Mont,3,2215.05,6645.15,2024-04,Saturday
ORD-001072,2024-02-08,CUST-2141,32,İstanbul,Elektronik,Ayna,1,4124.32,4124.32,2024-02,Thursday
ORD-001073,2024-07-16,CUST-2836,18,İstanbul,Elektronik,Tablet,3,4622.94,13868.82,2024-07,Tuesday
ORD-001074,2024-05-13,CUST-1160,20,Diğer,Spor,Vazo,2,3213.77,6427.54,2024-05,Monday
ORD-001075,2024-03-07,CUST-3448,31,İstanbul,Spor,Telefon,3,4112.87,12338.61,2024-03,Thursday
ORD-001076,2024-06-27,CUST-1197,55,Ankara,Kitap,Kot Pantolon,3,342.07,1026.21,2024-06,Thursday
ORD-001077,2024-02-11,CUST-2283,18,İstanbul,Elektronik,Güneş Kremi,2,4535.25,9070.5,2024-02,Sunday
ORD-001078,2024-01-15,CUST-1659,55,İstanbul,Kitap,Halter Seti,3,985.18,2955.54,2024-01,Monday
ORD-001079,2024-04-20,CUST-2775,55,Diğer,Ev & Yaşam,Ayakkabı,1,1319.78,1319.78,2024-04,Saturday
ORD-001080,2024-06-05,CUST-2070,38,İstanbul,Giyim,Bilim Kurgu,3,313.98,941.94,2024-06,Wednesday
ORD-001081,2024-10-15,CUST-3010,46,Diğer,Elektronik,Güneş Kremi,4,4828.73,19314.92,2024-10,Tuesday
ORD-001082,2024-08-18,CUST-1398,22,İstanbul,Kozmetik,Ders Kitabı,1,4267.45,4267.45,2024-08,Sunday
ORD-001083,2024-06-05,CUST-2733,27,Konya,Ev & Yaşam,Telefon,3,4570.26,13710.78,2024-06,Wednesday
ORD-001084,2024-02-07,CUST-2582,45,İzmir,Elektronik,Ders Kitabı,4,4243.72,16974.88,2024-02,Wednesday
ORD-001085,2024-04-06,CUST-3125,38,Diğer,Kozmetik,Parfüm,4,2423.68,9694.72,2024-04,Saturday
ORD-001086,2024-10-15,CUST-3171,24,İzmir,Spor,Parfüm,4,4624.21,18496.84,2024-10,Tuesday
ORD-001087,2024-09-10,CUST-1074,20,İzmir,Kitap,Elbise,3,4848.89,14546.67,2024-09,Tuesday
ORD-001088,2024-07-14,CUST-4942,62,İstanbul,Spor,Perde,2,2537.71,5075.42,2024-07,Sunday
ORD-001089,2024-03-26,CUST-3184,64,İstanbul,Giyim,Mont,4,919.34,3677.36,2024-03,Tuesday
ORD-001090,2024-11-17,CUST-1601,37,Diğer,Spor,Tablet,2,3310.18,6620.36,2024-11,Sunday
ORD-001091,2024-01-10,CUST-4471,36,İstanbul,Elektronik,Roman,1,4878.42,4878.42,2024-01,Wednesday
ORD-001092,2024-01-05,CUST-1836,52,Ankara,Kozmetik,Vazo,2,4367.13,8734.26,2024-01,Friday
ORD-001093,2024-05-02,CUST-2528,21,Konya,Spor,Yoga Matı,2,4315.99,8631.98,2024-05,Thursday
ORD-001094,2024-11-25,CUST-1499,22,İstanbul,Elektronik,Ruj,2,4672.4,9344.8,2024-11,Monday
ORD-001095,2024-12-18,CUST-2596,18,Diğer,Giyim,Halı,2,4475.06,8950.12,2024-12,Wednesday
ORD-001096,2024-04-27,CUST-1137,21,Adana,Kozmetik,Perde,2,3892.59,7785.18,2024-04,Saturday
ORD-001097,2024-10-20,CUST-3097,29,İzmir,Spor,Ayakkabı,1,3605.45,3605.45,2024-10,Sunday
ORD-001098,2024-06-07,CUST-2794,44,Diğer,Kitap,Yoga Matı,1,1360.6,1360.6,2024-06,Friday
ORD-001099,2024-10-29,CUST-1972,59,İstanbul,Kitap,Güneş Kremi,2,3125.63,6251.26,2024-10,Tuesday
ORD-001100,2024-08-15,CUST-2642,40,İstanbul,Kozmetik,Telefon,2,2631.37,5262.74,2024-08,Thursday
ORD-001101,2024-12-30,CUST-4696,42,Ankara,Kitap,Telefon,4,4316.62,17266.48,2024-12,Monday
ORD-001102,2024-08-03,CUST-2885,38,İstanbul,Spor,Lambader,1,2483.98,2483.98,2024-08,Saturday
ORD-001103,2024-07-02,CUST-3301,41,Konya,Spor,Lambader,3,682.33,2046.99,2024-07,Tuesday
ORD-001104,2024-01-15,CUST-4701,42,Diğer,Kozmetik,Şiir,1,74.61,74.61,2024-01,Monday
ORD-001105,2024-06-05,CUST-3028,62,Ankara,Spor,Koşu Bandı,3,3405.47,10216.41,2024-06,Wednesday
ORD-001106,2024-05-15,CUST-3757,63,İstanbul,Elektronik,Parfüm,4,2772.05,11088.2,2024-05,Wednesday
ORD-001107,2024-09-17,CUST-4920,49,Diğer,Giyim,Halı,2,1688.27,3376.54,2024-09,Tuesday
ORD-001108,2024-06-05,CUST-2900,49,Ankara,Kitap,Biyografi,4,886.41,3545.64,2024-06,Wednesday
ORD-001109,2024-02-16,CUST-3610,22,Ankara,Elektronik,Koşu Bandı,2,2360.24,4720.48,2024-02,Friday
ORD-001110,2024-11-19,CUST-3804,53,Ankara,Kozmetik,Maskara,1,546.42,546.42,2024-11,Tuesday
ORD-001111,2024-11-27,CUST-4986,63,Diğer,Kitap,Kulaklık,2,1713.74,3427.48,2024-11,Wednesday
ORD-001112,2024-06-21,CUST-2449,59,İzmir,Elektronik,Bilim Kurgu,3,1927.1,5781.3,2024-06,Friday
ORD-001113,2024-05-09,CUST-1546,59,Konya,Spor,Yoga Matı,3,2354.81,7064.43,2024-05,Thursday
ORD-001114,2024-04-04,CUST-4373,56,Gaziantep,Kozmetik,Biyografi,4,2359.77,9439.08,2024-04,Thursday
ORD-001115,2024-04-24,CUST-1921,33,İstanbul,Kozmetik,Vazo,1,1322.18,1322.18,2024-04,Wednesday
ORD-001116,2024-08-30,CUST-1580,50,Ankara,Kitap,Ayakkabı,3,4258.54,12775.62,2024-08,Friday
ORD-001117,2024-10-18,CUST-2372,38,Kayseri,Spor,Laptop,4,1809.94,7239.76,2024-10,Friday
ORD-001118,2024-10-08,CUST-4903,26,Ankara,Kitap,Perde,1,1186.46,1186.46,2024-10,Tuesday
ORD-001119,2024-10-25,CUST-2956,23,Gaziantep,Ev & Yaşam,Halı,1,920.26,920.26,2024-10,Friday
ORD-001120,2024-10-09,CUST-3003,62,Diğer,Elektronik,Koşu Bandı,4,1646.76,6587.04,2024-10,Wednesday
ORD-001121,2024-03-09,CUST-3096,52,Bursa,Ev & Yaşam,Şiir,3,384.39,1153.17,2024-03,Saturday
ORD-001122,2024-05-27,CUST-3964,56,Konya,Elektronik,Tablet,3,212.89,638.67,2024-05,Monday
ORD-001123,2024-01-11,CUST-4145,39,Gaziantep,Giyim,Lambader,4,3045.45,12181.8,2024-01,Thursday
ORD-001124,2024-09-10,CUST-1703,58,Kayseri,Kozmetik,Bisiklet,3,3114.78,9344.34,2024-09,Tuesday
ORD-001125,2024-11-25,CUST-3308,22,Ankara,Kitap,Laptop,4,2671.46,10685.84,2024-11,Monday
ORD-001126,2024-12-25,CUST-3403,59,İstanbul,Giyim,Roman,3,3823.31,11469.93,2024-12,Wednesday
ORD-001127,2024-02-07,CUST-4653,40,Ankara,Giyim,Ayna,3,243.8,731.4,2024-02,Wednesday
ORD-001128,2024-05-13,CUST-2625,34,Antalya,Kozmetik,Ruj,4,4683.07,18732.28,2024-05,Monday
ORD-001129,2024-07-18,CUST-4331,29,Ankara,Kozmetik,Halı,4,520.57,2082.28,2024-07,Thursday
ORD-001130,2024-01-23,CUST-1637,40,Konya,Elektronik,Perde,3,3386.41,10159.23,2024-01,Tuesday
ORD-001131,2024-10-29,CUST-3790,33,Ankara,Ev & Yaşam,Smartwatch,4,710.31,2841.24,2024-10,Tuesday
ORD-001132,2024-12-11,CUST-4366,20,Bursa,Spor,Smartwatch,3,4405.53,13216.59,2024-12,Wednesday
ORD-001133,2024-10-28,CUST-2009,47,İstanbul,Elektronik,Smartwatch,2,2578.03,5156.06,2024-10,Monday
ORD-001134,2024-12-28,CUST-3978,39,Konya,Spor,Kulaklık,1,457.35,457.35,2024-12,Saturday
ORD-001135,2024-08-05,CUST-1640,26,İzmir,Giyim,Halter Seti,1,3102.78,3102.78,2024-08,Monday
ORD-001136,2024-05-20,CUST-3839,46,İstanbul,Spor,Mont,3,95.09,285.27,2024-05,Monday
ORD-001137,2024-04-13,CUST-4384,64,İstanbul,Ev & Yaşam,Futbol Topu,1,3891.31,3891.31,2024-04,Saturday
ORD-001138,2024-07-28,CUST-3659,54,Konya,Elektronik,Perde,3,3270.4,9811.2,2024-07,Sunday
ORD-001139,2024-04-20,CUST-2861,40,Ankara,Kozmetik,Koşu Bandı,4,1102.49,4409.96,2024-04,Saturday
ORD-001140,2024-04-13,CUST-3856,30,İstanbul,Ev & Yaşam,Şiir,2,1905.02,3810.04,2024-04,Saturday
ORD-001141,2024-11-11,CUST-2205,49,Diğer,Ev & Yaşam,Ruj,1,88.64,88.64,2024-11,Monday
ORD-001142,2024-06-19,CUST-1685,63,Adana,Elektronik,Smartwatch,1,3483.73,3483.73,2024-06,Wednesday
ORD-001143,2024-12-21,CUST-2851,64,Diğer,Kozmetik,Ders Kitabı,4,1647.21,6588.84,2024-12,Saturday
ORD-001144,2024-11-19,CUST-4435,40,Ankara,Ev & Yaşam,Parfüm,2,2879.37,5758.74,2024-11,Tuesday
ORD-001145,2024-05-12,CUST-1187,62,Ankara,Kozmetik,Şiir,2,4785.8,9571.6,2024-05,Sunday
ORD-001146,2024-10-19,CUST-4640,34,Diğer,Kitap,Ayna,2,1532.36,3064.72,2024-10,Saturday
ORD-001147,2024-11-23,CUST-4614,57,İzmir,Kitap,Telefon,4,4951.68,19806.72,2024-11,Saturday
ORD-001148,2024-05-06,CUST-2619,38,Adana,Kitap,Ders Kitabı,1,3182.01,3182.01,2024-05,Monday
ORD-001149,2024-04-15,CUST-2687,19,İstanbul,Spor,Perde,1,1248.34,1248.34,2024-04,Monday
ORD-001150,2024-04-01,CUST-1984,54,Ankara,Ev & Yaşam,Smartwatch,2,2212.05,4424.1,2024-04,Monday
ORD-001151,2024-10-13,CUST-1547,23,İstanbul,Elektronik,Kot Pantolon,4,3715.24,14860.96,2024-10,Sunday
ORD-001152,2024-02-20,CUST-3772,61,İstanbul,Elektronik,Ayna,4,2260.07,9040.28,2024-02,Tuesday
ORD-001153,2024-01-29,CUST-3973,35,İstanbul,Spor,Yoga Matı,4,389.11,1556.44,2024-01,Monday
ORD-001154,2024-10-22,CUST-2431,47,İstanbul,Elektronik,Laptop,2,884.59,1769.18,2024-10,Tuesday
ORD-001155,2024-10-23,CUST-1875,39,Diğer,Kitap,Roman,4,3966.92,15867.68,2024-10,Wednesday
ORD-001156,2024-08-01,CUST-1617,50,İstanbul,Ev & Yaşam,Parfüm,2,3259.45,6518.9,2024-08,Thursday
ORD-001157,2024-09-23,CUST-3461,47,Antalya,Elektronik,Roman,2,2870.64,5741.28,2024-09,Monday
ORD-001158,2024-09-13,CUST-2365,34,Kayseri,Elektronik,Futbol Topu,2,879.73,1759.46,2024-09,Friday
ORD-001159,2024-10-28,CUST-2243,60,İzmir,Giyim,Futbol Topu,3,4196.9,12590.7,2024-10,Monday
ORD-001160,2024-04-10,CUST-1902,49,İstanbul,Giyim,Ders Kitabı,2,4805.66,9611.32,2024-04,Wednesday
ORD-001161,2024-12-11,CUST-1162,59,Adana,Giyim,Maskara,4,252.39,1009.56,2024-12,Wednesday
ORD-001162,2024-04-19,CUST-2974,31,Bursa,Ev & Yaşam,Telefon,3,436.26,1308.78,2024-04,Friday
ORD-001163,2024-06-30,CUST-4291,27,Adana,Kitap,Ayna,1,4429.39,4429.39,2024-06,Sunday
ORD-001164,2024-11-08,CUST-1269,64,Konya,Kozmetik,Futbol Topu,1,4086.98,4086.98,2024-11,Friday
ORD-001165,2024-01-01,CUST-1631,53,Diğer,Kitap,Bisiklet,4,3108.78,12435.12,2024-01,Monday
ORD-001166,2024-11-14,CUST-1905,51,İzmir,Kitap,Koşu Bandı,4,4727.58,18910.32,2024-11,Thursday
ORD-001167,2024-02-24,CUST-4919,26,İstanbul,Ev & Yaşam,Nemlendirici,4,3249.83,12999.32,2024-02,Saturday
ORD-001168,2024-05-28,CUST-4471,59,Bursa,Ev & Yaşam,Kot Pantolon,4,1119.13,4476.52,2024-05,Tuesday
ORD-001169,2024-11-04,CUST-4253,45,İstanbul,Giyim,Güneş Kremi,3,3656.78,10970.34,2024-11,Monday
ORD-001170,2024-05-16,CUST-3014,28,Diğer,Elektronik,Tablet,4,3246.27,12985.08,2024-05,Thursday
ORD-001171,2024-07-20,CUST-2641,31,İstanbul,Spor,Laptop,2,4929.44,9858.88,2024-07,Saturday
ORD-001172,2024-11-08,CUST-4800,56,İstanbul,Spor,Tablet,1,1108.78,1108.78,2024-11,Friday
ORD-001173,2024-04-26,CUST-1204,64,Gaziantep,Kozmetik,Kulaklık,4,3009.53,12038.12,2024-04,Friday
ORD-001174,2024-06-02,CUST-1581,36,İzmir,Elektronik,Tablet,2,3911.83,7823.66,2024-06,Sunday
ORD-001175,2024-10-17,CUST-2579,32,Ankara,Kozmetik,Şiir,4,1727.97,6911.88,2024-10,Thursday
ORD-001176,2024-03-03,CUST-1840,45,Ankara,Giyim,Bisiklet,2,1929.41,3858.82,2024-03,Sunday
ORD-001177,2024-08-31,CUST-2836,41,Eskişehir,Kozmetik,Nemlendirici,3,4445.11,13335.33,2024-08,Saturday
ORD-001178,2024-01-25,CUST-2251,25,İstanbul,Elektronik,Roman,1,2050.76,2050.76,2024-01,Thursday
ORD-001179,2024-03-30,CUST-2719,60,Eskişehir,Elektronik,Güneş Kremi,1,3142.43,3142.43,2024-03,Saturday
ORD-001180,2024-03-15,CUST-2642,26,İstanbul,Spor,Elbise,3,4451.73,13355.19,2024-03,Friday
ORD-001181,2024-10-20,CUST-3643,64,Konya,Giyim,Halı,2,1088.64,2177.28,2024-10,Sunday
ORD-001182,2024-07-28,CUST-4921,50,Kayseri,Ev & Yaşam,Koşu Bandı,4,4910.29,19641.16,2024-07,Sunday
ORD-001183,2024-12-12,CUST-3297,50,İstanbul,Kozmetik,Kot Pantolon,2,3524.67,7049.34,2024-12,Thursday
ORD-001184,2024-01-17,CUST-1874,36,Ankara,Spor,Bilim Kurgu,1,2505.8,2505.8,2024-01,Wednesday
ORD-001185,2024-05-07,CUST-2464,20,İstanbul,Kozmetik,Perde,3,2183.06,6549.18,2024-05,Tuesday
ORD-001186,2024-12-29,CUST-4604,27,Adana,Kozmetik,Mont,3,4774.1,14322.3,2024-12,Sunday
ORD-001187,2024-09-07,CUST-3243,57,İzmir,Ev & Yaşam,Maskara,2,1068.34,2136.68,2024-09,Saturday
ORD-001188,2024-06-27,CUST-1689,64,Bursa,Giyim,Halı,2,1592.83,3185.66,2024-06,Thursday
ORD-001189,2024-06-30,CUST-3010,59,İstanbul,Elektronik,Maskara,3,1573.57,4720.71,2024-06,Sunday
ORD-001190,2024-05-31,CUST-4590,18,İstanbul,Kitap,Ayakkabı,1,1480.58,1480.58,2024-05,Friday
ORD-001191,2024-01-25,CUST-4141,46,İstanbul,Kozmetik,Bilim Kurgu,4,2369.26,9477.04,2024-01,Thursday
ORD-001192,2024-06-28,CUST-3686,51,İstanbul,Kitap,Maskara,4,4946.44,19785.76,2024-06,Friday
ORD-001193,2024-07-16,CUST-2422,30,İzmir,Giyim,Halı,2,4449.49,8898.98,2024-07,Tuesday
ORD-001194,2024-12-09,CUST-3001,18,Eskişehir,Kitap,Tişört,3,1673.35,5020.05,2024-12,Monday
ORD-001195,2024-06-09,CUST-1671,51,Antalya,Kozmetik,Parfüm,3,2143.21,6429.63,2024-06,Sunday
ORD-001196,2024-06-25,CUST-4831,46,Ankara,Ev & Yaşam,Şiir,3,3363.93,10091.79,2024-06,Tuesday
ORD-001197,2024-10-11,CUST-4274,64,Diğer,Kitap,Bisiklet,1,134.9,134.9,2024-10,Friday
ORD-001198,2024-03-03,CUST-2171,30,Adana,Giyim,Şiir,2,4109.76,8219.52,2024-03,Sunday
ORD-001199,2024-05-29,CUST-2495,46,Diğer,Giyim,Şiir,2,4405.0,8810.0,2024-05,Wednesday
ORD-001200,2024-06-02,CUST-4726,56,İzmir,Ev & Yaşam,Futbol Topu,2,4293.14,8586.28,2024-06,Sunday
ORD-001201,2024-06-04,CUST-1943,41,İstanbul,Kitap,Şiir,1,1906.52,1906.52,2024-06,Tuesday
ORD-001202,2024-02-18,CUST-3246,43,İstanbul,Kitap,Koşu Bandı,2,2336.9,4673.8,2024-02,Sunday
ORD-001203,2024-12-02,CUST-4988,34,Adana,Elektronik,Bisiklet,4,111.32,445.28,2024-12,Monday
ORD-001204,2024-03-24,CUST-2449,24,İstanbul,Spor,Parfüm,2,2027.01,4054.02,2024-03,Sunday
ORD-001205,2024-12-26,CUST-4737,30,İstanbul,Giyim,Güneş Kremi,2,2329.11,4658.22,2024-12,Thursday
ORD-001206,2024-06-25,CUST-3539,22,İzmir,Elektronik,Yoga Matı,2,4539.52,9079.04,2024-06,Tuesday
ORD-001207,2024-05-27,CUST-4959,43,İzmir,Giyim,Tişört,1,4475.24,4475.24,2024-05,Monday
ORD-001208,2024-04-27,CUST-1895,20,Bursa,Elektronik,Halı,4,4832.18,19328.72,2024-04,Saturday
ORD-001209,2024-12-07,CUST-3189,24,İstanbul,Spor,Kot Pantolon,4,4431.27,17725.08,2024-12,Saturday
ORD-001210,2024-03-03,CUST-2336,56,Ankara,Elektronik,Futbol Topu,3,90.59,271.77,2024-03,Sunday
ORD-001211,2024-07-07,CUST-1164,18,Bursa,Giyim,Perde,3,3225.23,9675.69,2024-07,Sunday
ORD-001212,2024-12-25,CUST-3361,34,Diğer,Kitap,Parfüm,4,387.78,1551.12,2024-12,Wednesday
ORD-001213,2024-02-18,CUST-3068,60,Adana,Giyim,Ayna,2,1399.34,2798.68,2024-02,Sunday
ORD-001214,2024-11-22,CUST-2105,42,Diğer,Kozmetik,Halter Seti,2,2912.62,5825.24,2024-11,Friday
ORD-001215,2024-09-13,CUST-4652,20,Konya,Ev & Yaşam,Ruj,2,3518.04,7036.08,2024-09,Friday
ORD-001216,2024-08-11,CUST-4202,32,İzmir,Ev & Yaşam,Lambader,1,3290.43,3290.43,2024-08,Sunday
